11	Proband 1	(-1,0, -1,1, -19,9)	4,687
11	Proband 1	(-1,0, -1,1, -19,9)	4,698
11	Proband 1	(-0,9, -1,1, -19,9)	4,709
11	Proband 1	(-0,9, -1,1, -19,9)	4,721
11	Proband 1	(-0,9, -1,0, -19,9)	4,732
11	Proband 1	(-0,9, -1,0, -19,9)	4,743
11	Proband 1	(-0,8, -1,0, -19,9)	4,754
11	Proband 1	(-0,8, -1,0, -19,9)	4,765
11	Proband 1	(-0,8, -1,0, -20,0)	4,776
11	Proband 1	(-0,8, -1,0, -20,0)	4,787
11	Proband 1	(-0,7, -1,0, -20,0)	4,799
11	Proband 1	(-0,7, -1,0, -20,0)	4,809
11	Proband 1	(-0,7, -1,0, -20,0)	4,821
11	Proband 1	(-0,7, -1,1, -20,0)	4,832
11	Proband 1	(-0,7, -1,1, -20,0)	4,843
11	Proband 1	(-0,7, -1,1, -20,0)	4,854
11	Proband 1	(-0,7, -1,1, -20,0)	4,865
11	Proband 1	(-0,7, -1,1, -20,0)	4,876
11	Proband 1	(-0,6, -1,1, -20,0)	4,887
11	Proband 1	(-0,6, -1,1, -20,0)	4,898
11	Proband 1	(-0,6, -1,1, -20,0)	4,91
11	Proband 1	(-0,6, -1,1, -20,0)	4,921
11	Proband 1	(-0,6, -1,1, -20,0)	4,931
11	Proband 1	(-0,6, -1,1, -20,0)	4,944
11	Proband 1	(-0,6, -1,1, -20,0)	4,954
11	Proband 1	(-0,6, -1,1, -20,0)	4,965
11	Proband 1	(-0,6, -1,1, -20,0)	4,976
11	Proband 1	(-0,5, -1,1, -20,0)	4,987
11	Proband 1	(-0,5, -1,1, -20,0)	4,999
11	Proband 1	(-0,5, -1,1, -20,0)	5,01
11	Proband 1	(-0,5, -1,1, -20,0)	5,021
11	Proband 1	(-0,5, -1,1, -20,0)	5,031
11	Proband 1	(-0,5, -1,1, -20,0)	5,043
11	Proband 1	(-0,5, -1,1, -20,0)	5,054
11	Proband 1	(-0,5, -1,1, -20,0)	5,066
11	Proband 1	(-0,4, -1,1, -20,0)	5,076
11	Proband 1	(-0,4, -1,1, -20,0)	5,087
11	Proband 1	(-0,4, -1,1, -20,0)	5,099
11	Proband 1	(-0,4, -1,1, -20,0)	5,11
11	Proband 1	(-0,4, -1,1, -20,0)	5,121
11	Proband 1	(-0,4, -1,1, -20,0)	5,131
11	Proband 1	(-0,4, -1,1, -20,0)	5,142
11	Proband 1	(-0,4, -1,1, -20,0)	5,153
11	Proband 1	(-0,4, -1,1, -20,0)	5,165
11	Proband 1	(-0,3, -1,1, -20,0)	5,176
11	Proband 1	(-0,3, -1,1, -20,0)	5,187
11	Proband 1	(-0,3, -1,1, -20,0)	5,198
11	Proband 1	(-0,3, -1,1, -20,0)	5,209
11	Proband 1	(-0,3, -1,1, -20,0)	5,222
11	Proband 1	(-0,3, -1,1, -20,0)	5,231
11	Proband 1	(-0,3, -1,1, -20,0)	5,243
11	Proband 1	(-0,3, -1,1, -20,0)	5,254
11	Proband 1	(-0,3, -1,1, -20,0)	5,265
11	Proband 1	(-0,3, -1,1, -20,0)	5,276
11	Proband 1	(-0,3, -1,1, -20,0)	5,287
11	Proband 1	(-0,3, -1,1, -20,0)	5,298
11	Proband 1	(-0,3, -1,1, -20,0)	5,309
11	Proband 1	(-0,3, -1,1, -20,0)	5,32
11	Proband 1	(-0,3, -1,1, -20,0)	5,331
11	Proband 1	(-0,3, -1,1, -20,0)	5,343
11	Proband 1	(-0,3, -1,1, -20,0)	5,353
11	Proband 1	(-0,3, -1,1, -20,0)	5,364
11	Proband 1	(-0,3, -1,1, -20,0)	5,376
11	Proband 1	(-0,2, -1,1, -20,0)	5,387
11	Proband 1	(-0,1, -1,1, -20,0)	5,398
11	Proband 1	(0,0, -1,1, -20,0)	5,41
11	Proband 1	(0,0, -1,1, -20,0)	5,42
11	Proband 1	(0,1, -1,1, -20,0)	5,431
11	Proband 1	(0,2, -1,1, -20,0)	5,443
11	Proband 1	(0,2, -1,1, -20,0)	5,453
11	Proband 1	(0,3, -1,1, -20,0)	5,465
11	Proband 1	(0,3, -1,1, -20,0)	5,476
11	Proband 1	(0,4, -1,1, -20,0)	5,487
11	Proband 1	(0,4, -1,1, -20,0)	5,498
